area,rooms,bathroom,parking spaces,floor,animal,furniture,total,city_Belo Horizonte,city_Campinas,city_Porto Alegre,city_Rio de Janeiro,city_São Paulo
506,4,5,0,0,1,0,8584,1,0,0,0,0
190,4,3,1,4,1,0,5622,0,0,0,1,0
48,1,1,0,1,0,0,3074,0,0,0,0,1
162,3,3,1,8,1,0,9731,0,0,0,0,1
54,2,2,0,13,1,1,7570,0,0,0,0,1
320,4,3,8,0,1,0,2633,0,0,0,0,1
60,1,1,1,15,1,1,6770,0,0,0,0,1
194,3,4,4,5,1,0,16420,0,0,0,0,1
54,1,1,1,4,0,0,1530,0,0,1,0,0
90,2,2,0,10,1,1,5701,0,0,0,1,0
40,1,1,1,1,0,1,2881,0,0,0,0,1
175,4,4,3,10,1,0,7859,1,0,0,0,0
233,4,6,4,0,1,0,14830,0,0,1,0,0
800,5,4,6,0,1,1,12640,0,0,0,0,1
200,5,4,3,15,1,1,6439,1,0,0,0,0
120,4,4,2,5,1,0,12240,0,0,0,0,1
23,1,1,0,1,0,1,1137,1,0,0,0,0
27,1,1,0,9,1,0,974,0,0,1,0,0
64,2,2,1,0,0,0,2854,0,0,0,0,1
180,4,1,3,0,1,0,6177,1,0,0,0,0
241,4,4,3,3,1,0,9295,0,0,0,0,1
80,2,2,1,4,1,0,4281,0,0,0,1,0
20,1,1,0,1,0,0,1161,0,1,0,0,0
140,3,3,0,4,1,0,5908,0,0,0,1,0
160,3,1,0,3,0,0,7077,0,0,0,1,0
45,1,1,0,5,1,0,3200,0,0,0,0,1
79,2,1,0,0,1,0,1654,0,0,1,0,0
100,3,2,0,8,0,1,6899,0,0,0,1,0
73,1,2,1,18,1,0,4439,0,0,0,0,1
36,1,1,2,11,0,1,3708,0,0,0,0,1
30,1,1,0,5,1,0,870,0,0,1,0,0
180,4,3,1,8,0,1,17170,0,0,0,1,0
42,1,1,0,4,1,0,1651,0,0,1,0,0
60,2,1,0,0,0,0,1561,0,0,1,0,0
42,1,1,1,4,1,0,2828,0,0,0,0,1
140,4,3,3,8,1,0,5593,1,0,0,0,0
320,4,4,5,0,1,0,16980,0,0,0,0,1
120,3,2,1,1,1,0,2577,1,0,0,0,0
65,2,2,1,0,0,0,1998,0,0,0,0,1
215,3,4,4,0,1,0,10520,0,0,0,0,1
52,2,1,0,1,1,0,1242,0,0,0,0,1
32,1,1,1,11,0,1,4050,0,0,0,0,1
191,3,3,4,1,1,1,19100,0,0,0,0,1
288,4,5,4,2,1,1,9628,0,0,0,0,1
37,1,1,1,7,0,0,1284,0,1,0,0,0
113,2,2,2,4,1,0,2995,1,0,0,0,0
50,1,1,0,4,1,0,1314,0,0,0,1,0
53,2,1,1,11,1,0,3562,0,0,0,0,1
76,2,2,2,3,1,1,5458,0,0,0,0,1
158,3,3,2,1,1,1,13810,0,0,0,0,1
659,5,4,6,0,1,0,12090,1,0,0,0,0
180,3,3,1,0,0,0,3163,0,0,0,0,1
42,1,1,1,7,1,1,3502,0,0,0,0,1
89,2,1,1,3,1,0,1769,0,1,0,0,0
220,4,3,2,4,1,0,3594,1,0,0,0,0
90,2,2,0,0,1,0,1764,0,0,0,0,1
280,3,3,3,6,1,0,7542,0,0,0,1,0
277,3,3,0,11,1,0,11490,0,0,0,0,1
70,3,2,1,7,1,0,2975,0,0,1,0,0
200,2,1,1,0,1,0,1682,0,1,0,0,0
74,3,2,2,11,1,1,2098,0,1,0,0,0
165,3,2,3,7,1,0,6020,0,0,0,0,1
60,2,2,1,10,1,1,5682,0,0,0,0,1
85,2,1,0,9,1,1,8356,0,0,0,1,0
56,2,1,0,4,1,0,979,0,0,1,0,0
18,1,1,0,1,0,0,912,0,0,0,1,0
175,3,5,1,0,1,0,6379,0,0,0,0,1
220,4,2,3,0,1,1,5984,0,0,0,0,1
132,3,3,2,1,0,1,5425,0,0,0,0,1
100,1,2,2,1,1,1,10190,0,0,0,0,1
415,4,4,6,1,1,0,14400,0,1,0,0,0
300,3,5,3,0,1,0,5958,0,0,1,0,0
130,3,3,2,0,1,0,6175,0,0,0,0,1
300,4,4,1,11,1,0,10990,0,0,0,0,1
165,3,2,1,1,1,0,3217,0,1,0,0,0
32,1,1,0,9,0,0,912,0,1,0,0,0
117,3,1,1,0,1,0,1666,1,0,0,0,0
350,6,5,2,0,0,0,4406,0,0,1,0,0
212,3,3,3,9,1,0,14200,0,0,0,0,1
61,2,1,1,1,1,0,1764,0,0,0,0,1
62,2,1,1,3,1,0,1163,1,0,0,0,0
157,3,2,0,7,1,0,6185,0,0,0,0,1
61,1,2,1,9,1,1,6281,0,0,0,0,1
50,1,1,0,1,1,0,835,0,0,0,0,1
45,1,1,1,0,0,0,1603,0,0,0,0,1
36,1,1,0,5,1,0,1009,0,1,0,0,0
216,4,3,0,17,1,1,10960,0,0,0,0,1
485,4,7,7,0,1,0,12100,0,0,0,0,1
110,2,2,2,12,1,0,6300,0,0,0,0,1
58,2,1,0,4,0,0,3409,0,0,0,0,1
40,1,1,0,3,1,0,1989,0,0,0,1,0
30,1,1,1,3,1,0,1327,0,0,1,0,0
44,1,1,1,15,1,0,4218,1,0,0,0,0
30,1,1,0,1,0,0,977,0,0,0,0,1
190,3,2,1,6,1,0,9983,0,0,0,0,1
32,1,1,1,13,1,1,3279,0,0,0,0,1
79,3,2,2,6,1,1,2934,0,0,1,0,0
90,3,3,2,12,0,0,4442,0,0,0,0,1
61,2,1,0,1,1,0,1710,0,0,1,0,0
65,2,1,1,1,1,0,3138,0,0,0,0,1
76,2,2,0,1,1,0,6778,0,0,0,0,1
84,3,1,1,1,1,0,2227,0,0,0,1,0
60,2,1,1,6,1,0,2643,0,0,0,0,1
40,1,1,1,14,0,1,4601,0,0,0,0,1
254,3,3,3,11,1,1,18860,0,0,0,0,1
400,4,4,4,0,1,0,5301,1,0,0,0,0
35,2,1,0,1,1,0,1497,0,0,0,0,1
76,3,2,1,4,1,0,2460,0,0,0,1,0
470,4,4,5,19,1,0,13730,0,0,0,0,1
40,2,1,1,2,1,0,1347,0,0,0,0,1
200,3,1,2,0,1,0,1774,1,0,0,0,0
65,2,1,1,4,1,0,1851,0,0,0,1,0
97,2,2,0,27,0,1,11430,0,0,0,0,1
113,3,2,2,2,1,0,6411,0,0,0,0,1
300,3,2,2,0,1,0,4676,0,0,0,0,1
60,1,1,0,0,1,1,4562,0,0,0,0,1
62,2,1,1,8,0,0,2133,0,0,0,0,1
400,3,4,4,0,1,1,15230,0,0,0,0,1
100,3,3,2,0,1,0,5162,0,0,0,0,1
182,3,2,3,12,1,0,15250,0,0,0,0,1
50,2,1,2,9,0,0,2961,0,0,0,0,1
50,2,2,1,3,0,0,4729,0,0,0,0,1
84,1,2,1,14,1,0,4578,0,0,0,0,1
167,3,3,2,0,1,0,4067,0,0,0,0,1
60,2,1,0,0,0,0,1219,1,0,0,0,0
220,3,1,4,0,0,0,3177,0,1,0,0,0
67,2,1,0,3,1,0,1325,0,0,0,0,1
78,2,1,1,8,1,0,2416,0,0,0,1,0
63,2,2,0,2,1,0,2281,0,0,0,1,0
45,1,1,0,4,0,1,2725,0,0,0,1,0
151,3,2,3,10,1,1,4183,0,1,0,0,0
90,2,2,0,7,1,0,1658,1,0,0,0,0
54,2,1,1,4,1,0,1552,1,0,0,0,0
40,1,1,0,0,0,0,1111,0,0,0,0,1
160,2,3,1,14,1,0,3633,0,0,0,1,0
230,3,3,2,3,1,0,12220,0,0,0,1,0
105,3,2,3,4,1,0,4091,0,0,0,0,1
63,2,1,2,12,1,0,6990,0,0,0,0,1
700,5,7,8,0,1,1,7891,0,0,0,0,1
80,2,1,1,3,1,0,1431,0,1,0,0,0
234,4,3,3,6,1,0,5056,0,0,0,0,1
30,1,1,1,11,0,1,4717,0,0,0,0,1
62,2,1,1,7,1,0,2398,0,0,0,0,1
125,3,2,0,2,0,0,4781,0,0,0,0,1
102,2,1,0,4,1,0,1777,0,0,1,0,0
130,3,2,1,0,0,0,2959,0,0,0,0,1
151,3,2,1,3,1,1,7380,0,0,0,0,1
82,3,2,2,1,1,0,1485,1,0,0,0,0
65,2,1,1,3,1,0,3479,0,0,0,0,1
189,3,4,3,8,1,0,8444,0,0,0,0,1
186,3,4,3,2,1,0,10170,0,0,0,0,1
650,4,7,5,0,1,0,8455,0,1,0,0,0
65,2,2,1,9,1,0,3806,0,0,0,0,1
363,3,5,4,10,0,0,8263,0,0,0,0,1
71,3,2,2,10,1,0,3262,0,0,0,0,1
90,2,3,1,3,0,1,4464,0,0,0,1,0
266,4,3,4,0,1,0,4936,1,0,0,0,0
200,3,3,2,0,0,0,3029,0,0,0,0,1
185,3,4,2,0,1,0,3190,0,0,1,0,0
138,3,3,2,5,1,1,7461,0,0,0,0,1
140,3,2,1,1,1,0,4566,0,0,0,1,0
90,1,2,1,12,1,1,5547,0,0,0,0,1
35,1,1,1,0,0,0,1317,0,0,0,0,1
25,2,1,0,1,0,0,2334,1,0,0,0,0
180,3,3,0,0,1,0,3433,1,0,0,0,0
200,3,3,2,7,1,0,7821,0,0,0,0,1
80,2,1,1,13,0,0,3958,0,0,0,0,1
90,2,1,1,1,1,0,1156,0,0,1,0,0
170,3,3,2,0,1,0,8352,0,0,1,0,0
380,3,3,5,0,1,0,8311,0,1,0,0,0
76,2,1,0,3,1,0,1109,0,1,0,0,0
180,3,3,2,16,1,0,13470,0,0,0,0,1
20,1,1,0,0,1,0,2087,0,0,0,0,1
90,2,1,0,0,1,0,2108,0,0,0,0,1
64,2,1,1,7,1,0,2734,0,0,0,0,1
129,3,2,2,6,1,0,4755,0,0,0,0,1
150,4,2,1,2,0,0,2622,1,0,0,0,0
72,2,1,0,23,1,0,1726,0,0,1,0,0
220,3,4,4,13,1,0,8012,0,0,0,0,1
42,2,1,1,3,1,0,1047,0,1,0,0,0
79,1,2,2,25,0,1,6569,0,0,0,0,1
110,3,1,0,0,1,0,2031,0,0,0,0,1
220,4,4,4,11,0,0,8254,0,0,0,0,1
55,2,1,1,4,1,1,1650,0,0,0,0,1
64,2,2,2,7,1,0,4366,0,0,0,0,1
143,3,2,3,7,1,0,6283,0,0,0,0,1
360,3,4,4,0,1,0,3009,1,0,0,0,0
500,2,2,1,0,1,0,2302,0,0,0,0,1
105,3,2,1,6,1,0,5307,0,0,0,1,0
137,3,3,1,1,1,1,4332,0,0,0,1,0
53,2,1,1,7,1,0,4543,0,0,0,0,1
58,1,1,1,2,1,1,4670,0,0,0,0,1
129,3,2,1,13,0,0,4624,0,0,0,0,1
97,3,1,1,2,1,1,7042,0,0,0,0,1
89,2,3,3,9,1,1,5757,0,0,0,0,1
480,3,6,4,0,1,0,6766,0,1,0,0,0
45,1,1,0,7,0,0,1037,0,1,0,0,0
44,1,1,0,3,1,0,1689,0,0,1,0,0
105,3,2,1,14,0,0,4836,0,0,0,0,1
192,3,3,2,0,1,0,2792,0,0,0,0,1
450,4,4,2,0,1,0,15460,0,0,0,1,0
38,1,1,0,0,1,1,5174,0,0,0,0,1
63,1,1,0,6,1,1,2021,0,1,0,0,0
151,3,3,3,13,1,0,6243,0,0,0,0,1
55,2,1,1,0,1,0,1707,0,0,0,0,1
50,2,1,1,1,0,0,3474,0,0,0,0,1
202,3,2,2,0,1,0,2186,0,1,0,0,0
53,2,1,0,5,1,0,1656,0,0,0,1,0
80,3,3,0,4,1,0,2533,0,0,1,0,0
55,2,1,1,1,1,0,1818,0,0,0,0,1
120,4,2,3,6,1,1,4407,0,0,0,0,1
396,4,5,7,0,1,0,6117,0,0,0,0,1
44,1,1,0,3,1,0,2644,0,0,0,0,1
147,4,4,2,2,1,0,3232,0,0,1,0,0
290,5,3,3,6,1,0,9387,0,0,0,0,1
270,1,1,0,0,1,0,1422,0,0,0,0,1
260,3,2,3,10,1,0,12690,0,0,0,0,1
71,2,1,1,10,1,0,4034,0,0,0,0,1
306,4,3,3,10,1,0,10260,1,0,0,0,0
83,2,1,8,0,1,0,5024,0,1,0,0,0
89,3,2,1,14,1,0,2683,0,0,0,0,1
150,4,2,1,0,1,0,3959,0,0,0,0,1
70,2,1,0,6,0,0,3097,0,0,0,1,0
212,4,3,2,17,1,0,17500,0,0,0,0,1
87,3,2,2,17,1,0,4009,0,0,0,0,1
86,2,2,1,2,1,0,1753,0,1,0,0,0
250,4,2,6,0,1,0,5534,0,0,0,0,1
52,1,1,0,3,1,1,4111,0,0,0,1,0
439,13,4,3,0,1,0,15900,0,0,0,1,0
70,3,1,1,3,1,1,1527,1,0,0,0,0
51,2,1,1,12,1,0,2788,0,0,0,0,1
44,1,1,1,2,1,0,1413,0,1,0,0,0
170,3,2,2,0,1,0,1869,0,1,0,0,0
60,2,2,1,12,1,0,1961,0,0,0,1,0
136,3,2,2,9,0,0,8887,0,0,0,0,1
34,1,1,1,0,1,0,1509,0,0,0,0,1
107,3,2,2,4,1,0,6882,0,0,0,1,0
140,4,4,2,6,1,0,5372,0,1,0,0,0
58,2,2,2,1,1,0,2127,1,0,0,0,0
250,3,4,4,4,1,0,12420,1,0,0,0,0
147,3,3,3,5,1,1,15150,0,0,0,0,1
180,3,2,2,2,1,0,4064,1,0,0,0,0
120,3,4,1,0,0,0,4065,0,0,0,0,1
27,1,1,0,1,1,0,1150,0,0,1,0,0
202,4,4,2,7,1,0,4889,0,0,0,0,1
95,3,2,2,3,1,0,3140,1,0,0,0,0
62,3,1,1,1,1,0,1864,0,0,0,0,1
188,3,4,3,1,1,0,8411,0,0,0,0,1
38,1,1,0,5,0,0,1361,0,1,0,0,0
45,1,1,0,0,0,0,982,0,0,0,0,1
150,4,3,2,13,1,0,5269,0,0,0,0,1
76,3,2,2,5,1,1,5517,0,0,0,0,1
68,3,1,2,3,1,0,1032,1,0,0,0,0
166,3,2,2,2,1,0,10100,0,0,0,0,1
36,2,1,1,2,1,0,1815,0,0,1,0,0
300,4,3,2,10,1,1,6574,1,0,0,0,0
350,4,4,4,0,1,0,14610,0,0,0,0,1
200,4,3,2,6,1,0,6277,1,0,0,0,0
140,3,1,0,8,1,0,3080,0,0,1,0,0
60,2,2,1,7,1,1,3535,0,0,0,0,1
194,4,6,4,6,0,0,9233,0,0,0,0,1
358,4,4,2,8,1,0,6713,1,0,0,0,0
199,2,3,3,1,0,1,15380,0,0,0,0,1
130,3,2,1,2,1,0,4323,0,0,0,1,0
70,1,1,1,8,0,1,4150,0,0,0,0,1
170,3,5,3,10,1,1,6258,0,0,0,0,1
60,2,1,1,10,1,0,1495,0,0,0,1,0
48,1,1,1,9,0,1,5370,0,0,0,0,1
70,2,1,0,0,1,0,1574,0,0,0,0,1
75,1,1,2,2,1,0,2992,0,0,0,0,1
216,5,2,2,0,1,0,5005,1,0,0,0,0
167,3,3,3,4,1,0,4581,0,0,0,0,1
92,3,1,0,1,0,1,1885,0,0,0,0,1
48,2,1,1,10,1,0,2001,0,0,0,0,1
300,6,6,4,0,1,0,5355,0,0,0,0,1
245,4,3,2,9,1,0,12900,0,1,0,0,0
500,7,4,3,0,1,1,15000,0,0,0,0,1
138,2,3,2,9,1,1,4896,0,0,0,0,1
85,3,1,1,0,1,0,1790,0,0,0,0,1
104,3,2,1,2,1,0,4655,0,0,1,0,0
200,3,4,3,8,1,0,8570,0,0,0,0,1
50,1,1,1,4,1,0,1628,0,0,1,0,0
88,3,1,1,2,1,0,1546,1,0,0,0,0
90,2,2,1,9,1,1,3592,0,0,0,1,0
225,2,2,3,0,1,0,5323,0,0,0,0,1
180,3,3,1,12,1,0,3530,0,0,1,0,0
784,5,6,8,0,1,1,13840,1,0,0,0,0
92,3,3,1,3,1,1,5075,0,0,0,0,1
170,3,3,3,7,1,0,6504,0,0,0,0,1
40,1,1,0,2,1,1,3536,0,0,0,1,0
85,2,2,0,5,1,0,3433,0,0,0,0,1
40,1,1,1,13,0,1,3524,0,0,0,0,1
280,4,6,3,8,1,0,10860,0,0,0,0,1
98,3,2,0,13,1,0,4713,0,0,0,1,0
70,2,1,0,0,0,0,1320,0,0,0,0,1
660,4,6,4,0,1,0,10870,0,0,0,0,1
449,5,7,4,0,1,0,15550,1,0,0,0,0
306,4,3,4,12,0,0,11440,0,0,0,0,1
150,3,2,2,0,1,0,2538,0,0,0,0,1
80,3,2,2,19,1,0,3122,0,0,0,0,1
82,3,2,1,3,1,0,2586,0,0,1,0,0
119,3,3,1,4,0,1,5122,0,0,0,0,1
113,1,1,2,9,1,1,7132,0,0,0,0,1
46,2,1,0,1,1,0,1026,0,0,1,0,0
138,3,1,0,0,1,0,3998,0,0,0,0,1
75,2,3,2,5,1,0,3001,0,0,0,0,1
98,3,2,1,5,1,1,3951,0,0,0,0,1
202,3,2,2,0,0,0,3222,1,0,0,0,0
326,3,3,4,0,1,0,5657,0,1,0,0,0
49,2,1,1,17,0,1,1901,0,0,0,0,1
52,1,1,1,11,1,0,3300,0,0,0,0,1
258,4,4,3,1,1,0,4885,1,0,0,0,0
80,3,1,1,7,1,0,3514,0,0,0,0,1
100,3,3,0,5,1,0,7379,0,0,0,0,1
87,2,1,0,4,1,1,2758,0,0,1,0,0
42,2,1,0,0,1,0,889,0,0,1,0,0
82,4,3,1,10,1,0,5949,0,0,0,1,0
200,2,1,1,0,1,0,2687,0,0,0,0,1
60,2,1,0,1,1,0,3396,0,0,0,0,1
250,3,4,4,2,0,1,14160,0,0,0,0,1
60,1,1,1,15,1,1,6118,0,0,0,1,0
70,2,2,1,2,1,0,2691,0,0,0,0,1
79,2,2,1,3,1,1,5207,0,0,0,0,1
220,3,4,2,0,1,0,4873,0,0,0,0,1
38,1,1,0,11,0,0,1442,0,0,1,0,0
310,5,4,5,3,1,0,9605,0,0,0,0,1
87,2,2,2,12,1,0,4201,0,0,0,0,1
236,4,5,7,4,1,1,15020,0,0,0,0,1
113,2,3,2,10,1,0,15450,0,0,0,0,1
45,2,1,0,2,0,0,1920,0,0,0,0,1
144,4,2,0,0,0,0,3458,0,0,0,0,1
24,1,1,0,10,1,0,2043,0,0,0,1,0
94,3,2,1,7,1,0,4477,0,0,1,0,0
27,1,1,0,2,0,1,1734,0,0,1,0,0
210,3,4,3,5,1,1,15170,0,0,0,0,1
180,3,2,2,0,1,0,2217,1,0,0,0,0
25,1,1,0,4,1,0,1172,0,0,1,0,0
100,3,1,2,2,1,0,1796,1,0,0,0,0
180,3,1,1,18,1,0,11400,0,0,0,0,1
352,4,4,4,0,0,1,9209,0,0,0,0,1
360,3,5,5,3,1,1,16220,0,0,0,0,1
33,1,1,0,18,1,1,1688,0,0,0,0,1
125,4,2,2,1,0,0,6274,0,0,0,1,0
360,4,5,5,0,1,1,10330,0,0,0,0,1
416,3,5,4,15,1,0,15430,0,0,0,0,1
400,3,4,5,0,1,1,11520,0,0,0,0,1
43,2,1,1,0,1,0,2205,0,0,0,0,1
180,4,2,1,2,1,1,8666,0,0,0,1,0
100,3,1,0,1,1,0,3498,0,0,0,0,1
31,1,1,1,3,0,1,4141,0,0,0,0,1
60,1,1,1,12,0,1,4395,0,0,0,1,0
165,3,4,3,7,1,0,6622,0,0,0,0,1
250,5,2,5,0,1,0,5017,0,0,0,1,0
190,3,3,2,10,1,0,7418,0,0,0,0,1
276,3,3,0,14,0,1,15260,0,0,0,0,1
140,3,2,2,3,1,0,8017,0,0,0,1,0
70,1,1,1,8,0,1,1750,0,0,1,0,0
300,4,7,3,0,0,1,7227,0,0,0,0,1
70,2,1,0,5,1,0,2510,0,0,0,0,1
85,2,2,1,3,1,0,1994,0,1,0,0,0
75,2,1,0,0,0,0,2052,0,0,0,1,0
120,3,1,0,3,0,1,4831,0,0,0,1,0
92,2,2,0,2,1,1,3934,0,0,0,1,0
98,2,1,0,11,1,0,3062,0,0,0,1,0
118,3,2,2,4,1,0,10990,0,0,0,0,1
75,3,1,0,3,1,0,2390,0,0,0,1,0
75,2,2,1,2,1,0,2517,0,0,1,0,0
315,4,5,5,20,0,0,7529,0,0,0,0,1
55,2,1,1,2,1,0,1293,0,0,0,0,1
132,3,2,1,11,1,0,4510,0,0,0,0,1
100,2,1,1,0,1,0,2839,0,0,0,0,1
252,3,4,1,0,1,0,13410,0,0,0,0,1
65,2,1,0,4,1,0,2896,0,0,0,0,1
150,3,4,2,9,1,0,4644,0,1,0,0,0
500,5,5,8,1,1,0,10040,0,0,0,0,1
27,1,1,0,8,0,1,1388,0,0,1,0,0
500,3,4,7,0,0,0,10500,0,0,0,0,1
40,1,1,0,2,1,0,1353,0,0,0,0,1
45,1,1,1,6,1,0,3756,1,0,0,0,0
86,2,2,2,3,1,1,2221,0,0,0,1,0
200,3,3,0,0,1,0,5276,0,0,0,0,1
49,1,1,0,1,1,0,1073,0,0,1,0,0
115,2,2,1,2,1,0,6558,0,0,0,0,1
55,2,1,1,10,1,0,1336,0,1,0,0,0
78,2,1,1,6,1,0,1705,0,0,0,1,0
127,4,3,0,11,0,0,6929,0,0,0,0,1
132,3,1,2,7,0,1,9422,0,0,0,0,1
62,2,2,1,7,1,1,4124,0,0,0,0,1
300,5,3,1,0,1,0,3999,1,0,0,0,0
195,4,1,0,0,1,0,3192,0,0,0,1,0
45,2,1,0,2,0,0,1263,0,1,0,0,0
52,1,1,0,1,0,1,2780,0,0,0,1,0
46,2,1,1,8,1,0,1775,0,0,0,0,1
179,3,3,0,10,1,0,3685,1,0,0,0,0
60,1,1,0,9,1,0,3889,0,0,0,1,0
45,1,1,0,4,1,0,1367,0,0,0,0,1
200,4,3,2,0,1,0,4169,1,0,0,0,0
100,3,3,1,3,0,0,2143,1,0,0,0,0
120,3,3,0,5,1,1,6338,0,0,0,1,0
105,2,3,2,6,1,0,5476,0,0,0,0,1
97,2,3,2,11,1,1,3561,0,0,0,0,1
140,3,2,1,7,1,0,5905,0,0,0,1,0
90,3,3,2,1,1,0,3951,0,0,0,0,1
50,1,1,0,7,1,0,2616,0,0,0,0,1
330,5,4,2,0,1,0,8399,1,0,0,0,0
367,3,5,3,10,1,1,10980,0,0,0,0,1
75,3,2,1,10,1,0,4950,0,0,0,0,1
72,2,1,2,16,1,0,2035,0,1,0,0,0
52,2,1,1,4,1,1,2213,0,1,0,0,0
57,2,2,1,10,0,0,3203,0,0,0,0,1
200,3,3,1,11,0,0,7883,0,0,0,0,1
64,3,2,0,10,1,0,2268,0,0,0,1,0
211,3,2,2,6,1,0,14420,0,0,0,0,1
164,3,2,2,0,1,0,2425,0,1,0,0,0
240,3,3,2,0,1,0,4818,0,0,0,0,1
64,2,1,1,10,1,0,1493,0,1,0,0,0
89,2,3,1,0,1,1,6337,0,0,0,0,1
69,2,2,1,11,0,1,5386,0,0,0,0,1
140,3,4,2,2,1,0,4449,0,0,0,0,1
103,2,1,0,0,1,0,1400,0,0,0,0,1
82,2,2,0,15,0,0,3651,0,0,0,0,1
30,1,1,0,4,1,0,2051,0,0,0,0,1
60,2,1,1,16,0,0,1778,0,1,0,0,0
162,3,2,2,7,1,1,9394,0,0,0,0,1
59,2,1,1,8,1,0,3039,0,0,0,0,1
230,3,3,3,6,0,0,13530,0,0,0,0,1
110,3,2,1,14,0,0,5508,0,0,0,0,1
210,3,3,3,7,1,0,4689,0,1,0,0,0
218,3,2,2,6,0,0,10450,0,0,0,0,1
50,1,1,1,2,0,0,2352,0,1,0,0,0
115,3,3,2,6,1,0,2855,1,0,0,0,0
100,2,2,0,1,1,0,2989,0,0,0,0,1
230,3,4,4,6,1,0,7164,0,0,0,0,1
280,3,4,2,0,0,1,17910,0,0,0,0,1
390,3,4,4,10,0,0,14510,0,0,0,0,1
60,2,2,2,20,1,0,3597,0,0,0,0,1
150,3,2,2,16,1,0,7248,0,0,0,0,1
60,2,1,1,8,0,0,2073,0,0,0,1,0
22,1,1,0,0,0,0,1358,0,0,0,0,1
30,1,1,1,2,1,0,1501,0,0,0,1,0
49,2,2,1,8,1,0,2170,0,0,0,0,1
230,3,4,3,7,1,0,9094,0,0,0,0,1
200,3,4,2,11,1,1,10800,0,0,0,1,0
167,4,4,3,5,1,0,7304,1,0,0,0,0
420,4,6,5,14,0,0,17370,1,0,0,0,0
98,2,1,0,3,1,1,2396,0,0,1,0,0
80,3,1,1,12,1,0,1941,1,0,0,0,0
30,1,1,0,15,1,0,797,0,1,0,0,0
296,4,5,5,4,1,1,19470,0,0,0,0,1
70,2,1,0,3,0,0,1957,0,0,0,1,0
160,2,2,2,1,1,1,10250,0,0,0,1,0
174,3,1,1,0,1,0,3586,0,0,0,0,1
54,1,1,1,6,1,0,1710,0,0,1,0,0
50,1,1,1,10,0,1,10460,0,0,0,0,1
240,3,3,3,8,1,0,14050,0,0,0,0,1
260,4,4,2,0,1,0,15450,1,0,0,0,0
210,3,4,4,2,0,0,9071,0,0,0,0,1
119,3,4,3,14,1,0,4557,0,0,0,0,1
150,3,1,3,0,1,0,4308,1,0,0,0,0
750,4,7,8,0,1,1,16890,0,0,0,0,1
67,2,1,1,13,0,0,2489,0,0,0,0,1
50,1,1,0,1,1,0,2155,0,0,0,1,0
36,1,1,0,5,1,0,3075,0,0,0,1,0
120,3,2,2,5,1,0,3802,0,0,0,0,1
65,3,1,1,1,1,0,1294,0,0,1,0,0
240,4,4,2,3,1,1,8847,1,0,0,0,0
93,2,2,2,3,1,0,4545,0,0,0,0,1
35,1,1,0,1,1,0,1400,0,0,1,0,0
51,2,1,1,9,0,0,2787,0,0,0,0,1
85,2,2,1,14,1,0,4145,0,0,0,0,1
57,1,2,1,12,1,0,3501,0,1,0,0,0
50,1,1,0,8,1,0,853,0,1,0,0,0
75,2,1,0,0,1,0,1848,0,0,0,0,1
161,3,3,3,17,1,0,13490,0,0,0,0,1
210,4,4,3,7,0,0,6105,0,1,0,0,0
350,3,2,4,0,1,0,14020,0,0,0,0,1
112,3,3,2,1,1,0,4278,0,0,1,0,0
78,3,2,2,3,1,1,2717,0,1,0,0,0
54,2,2,1,6,1,0,3989,0,0,0,0,1
25,1,1,0,3,0,0,1224,0,1,0,0,0
62,2,2,0,3,0,0,2626,0,0,0,0,1
117,2,2,1,11,0,1,8001,0,0,0,0,1
120,4,2,2,0,1,0,3563,0,0,0,0,1
113,3,2,2,11,1,0,2248,0,1,0,0,0
65,2,1,1,3,1,0,3036,0,0,0,0,1
70,2,1,1,0,0,0,1515,0,1,0,0,0
67,3,2,2,7,1,0,2480,0,0,1,0,0
651,7,7,8,0,1,0,10220,0,0,0,0,1
180,3,1,5,0,1,0,7165,0,0,0,0,1
30,1,1,0,0,1,0,1034,0,0,0,0,1
100,3,3,3,5,1,0,4962,0,0,0,0,1
45,1,1,0,11,1,0,1849,0,0,0,0,1
400,4,4,4,0,1,0,9878,0,0,0,0,1
100,3,1,0,1,1,0,2367,0,0,0,0,1
111,2,2,0,15,1,0,2586,0,0,1,0,0
70,2,2,2,5,1,0,2978,1,0,0,0,0
179,3,2,2,0,1,1,3833,0,0,1,0,0
140,3,2,2,1,1,0,8153,0,0,0,1,0
260,3,4,2,0,1,0,8600,0,0,0,0,1
268,4,2,4,1,0,0,4396,1,0,0,0,0
70,3,2,1,2,1,0,1607,1,0,0,0,0
50,1,1,1,2,1,0,2903,0,0,0,1,0
470,5,4,2,0,1,0,6907,1,0,0,0,0
142,3,4,3,13,1,0,10040,0,0,0,0,1
80,1,2,2,5,1,0,6605,0,0,0,0,1
100,3,3,3,0,0,0,2784,0,0,0,0,1
180,3,4,4,0,1,0,3529,0,1,0,0,0
180,4,1,1,0,1,0,4936,0,0,1,0,0
72,1,1,1,0,0,1,4896,0,0,0,0,1
90,2,2,1,0,1,0,2234,0,0,0,0,1
49,1,1,0,3,1,0,1031,0,1,0,0,0
282,4,2,4,0,1,1,5444,0,0,1,0,0
114,4,4,2,6,1,0,3999,0,0,0,0,1
170,3,3,2,8,1,0,9448,0,0,0,0,1
200,3,2,3,0,1,0,3906,0,0,0,0,1
130,4,4,3,2,1,0,4658,0,0,0,0,1
